path,hasLower,hasNums,hasBrackets,min_y,max_y
fonts/Bitstream Vera Sans Mono Oblique.ttf,TRUE,TRUE,TRUE,267,366
fonts/Bitstream Vera Sans Mono Roman.ttf,TRUE,TRUE,TRUE,267,366
fonts/Bitstream Vera Sans Oblique.ttf,TRUE,TRUE,TRUE,267,366
fonts/Bitstream Vera Sans Roman.ttf,TRUE,TRUE,TRUE,267,366
fonts/Bitstream Vera Serif Bold.ttf,TRUE,TRUE,TRUE,268,367
fonts/Bitstream Vera Serif Roman.ttf,TRUE,TRUE,TRUE,267,366
fonts/Bitter-BoldItalic.otf,TRUE,TRUE,TRUE,268,371
fonts/Bitter-Bold.otf,TRUE,TRUE,TRUE,267,372
fonts/Bitter-Italic.otf,TRUE,TRUE,TRUE,269,371
fonts/Bitter-Regular.otf,TRUE,TRUE,TRUE,269,372
fonts/BittersweetNF.otf,TRUE,TRUE,TRUE,261,361
fonts/BittersweetNF.ttf,TRUE,TRUE,TRUE,261,361
fonts/bitwise.ttf,TRUE,TRUE,TRUE,250,350
fonts/Biysk.ttf,FALSE,TRUE,FALSE,251,339
fonts/Bizarro.ttf,FALSE,FALSE,FALSE,251,350
fonts/bknuckss.ttf,TRUE,TRUE,TRUE,251,350
fonts/bknuckst.ttf,TRUE,TRUE,TRUE,251,350
fonts/Black Anemone.otf,TRUE,TRUE,TRUE,213,387
fonts/BlackCasper.ttf,TRUE,TRUE,FALSE,223,366
fonts/Blackentina 4F-Italic.ttf,TRUE,TRUE,TRUE,235,348
fonts/Blackentina 4F.ttf,TRUE,TRUE,TRUE,235,348
fonts/BlackForest.ttf,TRUE,TRUE,TRUE,250,343
fonts/BlackletterHand.ttf,TRUE,TRUE,FALSE,254,344
fonts/BlackletterShadow.ttf,TRUE,TRUE,TRUE,265,383
fonts/Blackletter.ttf,TRUE,TRUE,TRUE,266,380
fonts/blackoni.ttf,TRUE,TRUE,TRUE,265,349
fonts/BlackOpsOne-Regular.ttf,TRUE,TRUE,TRUE,270,359
fonts/Blackout 2 AM.ttf,FALSE,TRUE,TRUE,251,355
fonts/Blackout Midnight.ttf,FALSE,TRUE,TRUE,243,332
fonts/Blackout Sunrise.ttf,FALSE,TRUE,TRUE,243,334
fonts/BlackThunder.otf,TRUE,TRUE,TRUE,269,373
fonts/BlackwoodCastleShadow.ttf,TRUE,TRUE,TRUE,261,361
fonts/Blackwood Castle.ttf,TRUE,TRUE,TRUE,262,355
fonts/Blankenburg.ttf,TRUE,TRUE,TRUE,251,357
fonts/blazium.ttf,TRUE,TRUE,TRUE,260,325
fonts/bleakseg.ttf,TRUE,TRUE,TRUE,254,353
fonts/Blenda Script.otf,TRUE,TRUE,TRUE,274,374
fonts/Blinger.ttf,TRUE,TRUE,TRUE,252,360
fonts/BLKCHCRY.TTF,TRUE,TRUE,TRUE,266,366
fonts/bloccus.ttf,TRUE,TRUE,TRUE,263,350
fonts/BlockyMonogram.ttf,TRUE,FALSE,FALSE,257,322
fonts/blocuswebfont.ttf,TRUE,TRUE,TRUE,267,358
fonts/blocuswebfont.woff,TRUE,TRUE,TRUE,267,358
fonts/Blogger Sans-Bold Italic.ttf,TRUE,TRUE,TRUE,247,347
fonts/BloggerSans-BoldItalic.ttf,TRUE,TRUE,TRUE,247,347
fonts/BloggerSans-BoldItalic.woff,TRUE,TRUE,TRUE,247,347
fonts/Blogger Sans-Bold.ttf,TRUE,TRUE,TRUE,247,349
fonts/BloggerSans-Bold.ttf,TRUE,TRUE,TRUE,247,349
fonts/BloggerSans-Bold.woff,TRUE,TRUE,TRUE,247,349
fonts/Blogger Sans-Italic.ttf,TRUE,TRUE,TRUE,245,349
fonts/BloggerSans-Italic.ttf,TRUE,TRUE,TRUE,245,349
fonts/BloggerSans-Italic.woff,TRUE,TRUE,TRUE,245,349
fonts/Blogger Sans-Light Italic.ttf,TRUE,TRUE,TRUE,245,349
fonts/BloggerSans-LightItalic.ttf,TRUE,TRUE,TRUE,245,349
fonts/BloggerSans-LightItalic.woff,TRUE,TRUE,TRUE,245,349
fonts/Blogger Sans-Light.ttf,TRUE,TRUE,TRUE,245,349
fonts/BloggerSans-Light.ttf,TRUE,TRUE,TRUE,245,349
fonts/BloggerSans-Light.woff,TRUE,TRUE,TRUE,245,349
fonts/Blogger Sans-Medium Italic.ttf,TRUE,TRUE,TRUE,248,348
fonts/BloggerSans-MediumItalic.ttf,TRUE,TRUE,TRUE,248,348
fonts/BloggerSans-MediumItalic.woff,TRUE,TRUE,TRUE,248,348
fonts/Blogger Sans-Medium.ttf,TRUE,TRUE,TRUE,248,349
fonts/BloggerSans-Medium.ttf,TRUE,TRUE,TRUE,248,349
fonts/BloggerSans-Medium.woff,TRUE,TRUE,TRUE,248,349
fonts/Blogger Sans.ttf,TRUE,TRUE,TRUE,245,349
fonts/BloggerSans.ttf,TRUE,TRUE,TRUE,245,349
fonts/BloggerSans.woff,TRUE,TRUE,TRUE,245,349
fonts/bloktilt.ttf,TRUE,TRUE,FALSE,251,336
fonts/Blok.ttf,TRUE,TRUE,TRUE,251,349
fonts/BLOKTYPE.TTF,TRUE,TRUE,TRUE,253,352
fonts/blonibld.ttf,TRUE,TRUE,TRUE,266,348
fonts/blonirex.ttf,TRUE,TRUE,TRUE,265,349
fonts/bloodandblade_outilne.ttf,TRUE,TRUE,TRUE,263,364
fonts/bloodandblade.ttf,TRUE,TRUE,TRUE,263,365
fonts/blowbrush.otf,FALSE,TRUE,FALSE,242,350
fonts/blowbrush.ttf,FALSE,TRUE,FALSE,242,350
fonts/blow.ttf,TRUE,TRUE,TRUE,237,349
fonts/Blox2.ttf,TRUE,TRUE,FALSE,252,348
fonts/BLOXEB__.TTF,FALSE,FALSE,FALSE,250,334
fonts/blrrpixs016.ttf,TRUE,TRUE,TRUE,270,368
fonts/blue highway bd.ttf,TRUE,TRUE,TRUE,271,368
fonts/blue highway cd.ttf,TRUE,TRUE,TRUE,271,368
fonts/blue highway d.ttf,FALSE,TRUE,TRUE,271,364
fonts/blue highway linocut.ttf,TRUE,TRUE,TRUE,269,370
fonts/blue highway rg.ttf,TRUE,TRUE,TRUE,271,368
fonts/BluePlateSpecialNF.otf,TRUE,TRUE,TRUE,272,371
fonts/BluePlateSpecialNF.ttf,TRUE,TRUE,TRUE,272,371
fonts/BlueSakura.otf,TRUE,FALSE,FALSE,230,330
fonts/BlueSakura.ttf,TRUE,FALSE,FALSE,231,330
fonts/Blumen.ttf,FALSE,FALSE,FALSE,256,322
fonts/blzee.ttf,TRUE,TRUE,TRUE,250,389
fonts/bobcaygeonPlain.ttf,TRUE,TRUE,TRUE,250,346
fonts/bobcaygeon.ttf,TRUE,TRUE,TRUE,250,346
fonts/Boby.otf,TRUE,TRUE,FALSE,211,359
fonts/Bocartes-fritos.ttf,TRUE,TRUE,FALSE,237,345
fonts/Bocklin.ttf,TRUE,TRUE,TRUE,269,348
fonts/bocumaad.ttf,TRUE,TRUE,TRUE,267,347
fonts/bocumaba.ttf,TRUE,TRUE,TRUE,270,344
fonts/bocumade.ttf,TRUE,TRUE,TRUE,268,349
fonts/bocumang.ttf,TRUE,TRUE,TRUE,268,348
fonts/bocuma.ttf,TRUE,TRUE,TRUE,265,347
fonts/BodonioNotebook-Italic.ttf,TRUE,TRUE,FALSE,250,348
fonts/BodonioNotebook.ttf,TRUE,TRUE,FALSE,250,348
fonts/Bodonio.ttf,TRUE,TRUE,FALSE,251,346
fonts/Bodrum.ttf,FALSE,TRUE,FALSE,260,334
fonts/Boecklins Universe.ttf,TRUE,TRUE,TRUE,251,343
fonts/boeticher-romanwebfont.ttf,FALSE,FALSE,FALSE,250,311
fonts/boeticher-romanwebfont.woff,FALSE,FALSE,FALSE,250,311
fonts/Boldace Brush.otf,TRUE,TRUE,TRUE,255,327
fonts/bold.ttf,TRUE,TRUE,TRUE,272,381
fonts/bold.woff,TRUE,TRUE,TRUE,272,381
fonts/BOLONEWT.TTF,TRUE,TRUE,TRUE,267,386
fonts/Bombardment3D-Italic.ttf,FALSE,TRUE,FALSE,251,335
fonts/Bombardment3D.ttf,FALSE,TRUE,FALSE,251,335
fonts/Bombardment-Italic.ttf,FALSE,TRUE,FALSE,250,324
fonts/Bombardment.ttf,FALSE,TRUE,FALSE,250,324
fonts/BOMBARD_.otf,TRUE,TRUE,TRUE,242,333
fonts/BOMBARD_.ttf,TRUE,TRUE,TRUE,260,351
fonts/Bonbon-Regular.ttf,TRUE,TRUE,TRUE,250,367
fonts/Boncegro FF 4F.ttf,FALSE,TRUE,FALSE,253,331
fonts/Bondi.ttf,FALSE,TRUE,TRUE,263,355
fonts/Bonkcoll.ttf,TRUE,TRUE,TRUE,249,345
fonts/Bonkfat.ttf,TRUE,TRUE,TRUE,246,351
fonts/Bonkit.ttf,TRUE,TRUE,TRUE,252,350
fonts/Bonkoff.ttf,TRUE,TRUE,TRUE,248,355
fonts/Bonkout.ttf,TRUE,TRUE,TRUE,249,349
fonts/Bonk.ttf,TRUE,TRUE,TRUE,252,350
fonts/Bonkund.ttf,TRUE,TRUE,TRUE,250,348
fonts/Boo City.ttf,FALSE,TRUE,TRUE,250,349
fonts/Boogaloo-Regular.ttf,TRUE,TRUE,TRUE,269,368
fonts/BoogieNightsNF.otf,TRUE,TRUE,TRUE,281,379
fonts/BoogieNightsNFShadow.otf,TRUE,TRUE,TRUE,276,370
fonts/BoogieNightsNFShadow.ttf,TRUE,TRUE,TRUE,276,370
fonts/BoogieNightsNF.ttf,TRUE,TRUE,TRUE,280,378
fonts/BoomerIngueNF.otf,FALSE,TRUE,TRUE,253,353
fonts/BoomerIngueNF.ttf,FALSE,TRUE,TRUE,253,353
fonts/BOOTERFF.ttf,TRUE,TRUE,TRUE,271,350
fonts/BOOTERFO.ttf,TRUE,TRUE,TRUE,271,350
fonts/BOOTERFZ.ttf,TRUE,TRUE,TRUE,271,351
fonts/BOOTEROF.ttf,TRUE,TRUE,TRUE,271,350
fonts/BOOTEROO.ttf,TRUE,TRUE,TRUE,271,350
fonts/BOOTEROZ.ttf,TRUE,TRUE,TRUE,271,351
fonts/BOOTERZF.ttf,TRUE,TRUE,TRUE,271,350
fonts/BOOTERZO.ttf,TRUE,TRUE,TRUE,271,350
fonts/BOOTERZZ.ttf,TRUE,TRUE,TRUE,271,350
fonts/BorderBase Italic.ttf,TRUE,TRUE,TRUE,250,328
fonts/BorderBase.ttf,TRUE,TRUE,TRUE,250,328
fonts/BorderControl.ttf,FALSE,TRUE,TRUE,237,324
fonts/BorderControlUnten.ttf,FALSE,TRUE,TRUE,249,336
fonts/Boros Rounded.ttf,TRUE,TRUE,TRUE,230,405
fonts/boston.ttf,FALSE,TRUE,FALSE,250,352
fonts/Boutiques of Merauke.otf,TRUE,TRUE,FALSE,251,343
fonts/Boutiques of Merauke.ttf,TRUE,TRUE,FALSE,222,314
fonts/Bowhouse-Black.otf,TRUE,TRUE,FALSE,260,358
fonts/Bowhouse-Bold.otf,TRUE,TRUE,FALSE,261,358
fonts/Bowhouse-Light.otf,TRUE,TRUE,FALSE,261,357
fonts/Bowhouse-Regular.otf,TRUE,TRUE,FALSE,262,357
fonts/BowlbyOne-Regular.ttf,TRUE,TRUE,TRUE,285,388
fonts/BowlbyOneSC-Regular.ttf,TRUE,TRUE,TRUE,284,375
fonts/Bowlodrome Jiggs.otf,TRUE,TRUE,TRUE,249,349
fonts/BoyzRGrossNF.otf,TRUE,TRUE,TRUE,253,369
fonts/BoyzRGrossNF.ttf,TRUE,TRUE,TRUE,253,369
fonts/BoyzRGrossShadowNF.otf,TRUE,TRUE,TRUE,252,376
fonts/BoyzRGrossShadowNF.ttf,TRUE,TRUE,TRUE,251,375
fonts/BPapeloigOpen.otf,FALSE,TRUE,FALSE,269,338
fonts/BPapeloig.otf,FALSE,TRUE,FALSE,250,319
fonts/BPbigHead.ttf,TRUE,TRUE,TRUE,252,378
fonts/BPchildfatty.ttf,TRUE,TRUE,TRUE,266,370
fonts/BPchildLefty.ttf,TRUE,TRUE,TRUE,252,366
fonts/BPchubbyfat.ttf,FALSE,TRUE,FALSE,250,319
fonts/BPchubby.ttf,FALSE,TRUE,FALSE,250,319
fonts/BPdietItalics.otf,TRUE,TRUE,TRUE,253,365
fonts/BPdiet.otf,TRUE,TRUE,TRUE,253,365
fonts/BPdotsCondensedDiamond.ttf,TRUE,TRUE,TRUE,237,347
fonts/BPdotsCondensedSquare.ttf,TRUE,TRUE,TRUE,237,347
fonts/BPdotsCondensed.ttf,TRUE,TRUE,TRUE,237,347
fonts/BPilialena.ttf,TRUE,TRUE,TRUE,253,369
fonts/BPimperialItalic.otf,FALSE,TRUE,TRUE,250,369
fonts/BPimperialLightItalic.otf,FALSE,TRUE,TRUE,250,371
fonts/BPimperialLight.otf,FALSE,TRUE,TRUE,250,371
fonts/BPimperial.otf,FALSE,TRUE,TRUE,250,369
fonts/BPmolecules.ttf,FALSE,FALSE,FALSE,250,336
fonts/BPmonoBoldStencil.ttf,TRUE,TRUE,TRUE,266,363
fonts/BPmonoBold.ttf,TRUE,TRUE,TRUE,244,341
fonts/BPmonoItalics.ttf,TRUE,TRUE,TRUE,245,343
fonts/BPmono.ttf,TRUE,TRUE,TRUE,259,358
fonts/BPmouse.otf,TRUE,TRUE,TRUE,253,370
fonts/BPneon.otf,TRUE,TRUE,TRUE,251,355
fonts/BPpongGrunge.otf,TRUE,TRUE,TRUE,259,382
fonts/BPpong.otf,TRUE,TRUE,TRUE,253,355
fonts/BPreplayExtendedBoldItalics.otf,TRUE,TRUE,TRUE,267,372
fonts/BPreplayExtendedBold.otf,TRUE,TRUE,TRUE,267,372
fonts/BPreplayExtendedItalics.otf,TRUE,TRUE,TRUE,258,363
fonts/BPreplayExtended.otf,TRUE,TRUE,TRUE,258,363
fonts/BPscript.otf,TRUE,TRUE,TRUE,258,364
fonts/BPtall.ttf,TRUE,TRUE,TRUE,251,374
fonts/BPtypewriteDamagedItalics.otf,TRUE,TRUE,TRUE,251,349
fonts/BPtypewriteDamaged.otf,TRUE,TRUE,TRUE,251,349
fonts/BPtypewriteDamagedSlashedItalics.ttf,TRUE,TRUE,TRUE,249,350
fonts/BPtypewriteDamagedSlashed.ttf,TRUE,TRUE,TRUE,250,349
fonts/BPtypewriteDamagedStrikethroughItalics.ttf,TRUE,TRUE,TRUE,250,349
fonts/BPtypewriteDamagedStrikethrough.ttf,TRUE,TRUE,TRUE,251,350
fonts/BPtypewriteDamagedUnderscoredItalics.ttf,TRUE,TRUE,TRUE,250,358
fonts/BPtypewriteDamagedUnderscored.ttf,TRUE,TRUE,TRUE,250,357
fonts/BPtypewriteItalics.otf,TRUE,TRUE,TRUE,251,349
fonts/BPtypewrite.otf,TRUE,TRUE,TRUE,251,349
fonts/BPtypewriteSlashedItalics.ttf,TRUE,TRUE,TRUE,249,349
fonts/BPtypewriteSlashed.ttf,TRUE,TRUE,TRUE,250,349
fonts/BPtypewriteStrikethroughItalics.ttf,TRUE,TRUE,TRUE,251,349
fonts/BPtypewriteStrikethrough.ttf,TRUE,TRUE,TRUE,251,349
fonts/BPtypewriteUnderscoredItalics.ttf,TRUE,TRUE,TRUE,251,353
fonts/BPtypewriteUnderscored.ttf,TRUE,TRUE,TRUE,251,353
fonts/BradBunR.ttf,TRUE,TRUE,TRUE,272,364
fonts/Bradley Gratis.ttf,TRUE,TRUE,FALSE,250,345
fonts/braeside lumberboy.ttf,FALSE,TRUE,TRUE,256,369
fonts/braeside outline.ttf,FALSE,TRUE,TRUE,255,369
fonts/Braillenum-Bold.ttf,FALSE,TRUE,FALSE,256,324
fonts/BraillenumHollow-Bold.ttf,FALSE,TRUE,FALSE,256,324
fonts/BraillenumHollow.ttf,FALSE,TRUE,FALSE,256,324
fonts/Braillenum.ttf,FALSE,TRUE,FALSE,256,324
fonts/Braille-Regular.ttf,FALSE,TRUE,FALSE,250,333
fonts/BRASSI__.ttf,TRUE,TRUE,TRUE,271,390
fonts/brassknuckle.ttf,TRUE,TRUE,TRUE,251,348
fonts/BrassLBr.ttf,TRUE,TRUE,TRUE,237,340
fonts/BRASSL__.TTF,TRUE,TRUE,TRUE,248,364
fonts/BrasspSC.ttf,TRUE,TRUE,TRUE,237,338
fonts/BRASSST_.ttf,TRUE,TRUE,TRUE,271,394
fonts/Brausepulver.ttf,TRUE,TRUE,TRUE,235,349
fonts/BravoRG.otf,TRUE,TRUE,TRUE,263,353
fonts/BravoSC.otf,TRUE,TRUE,TRUE,263,353
fonts/BravoSCT.otf,TRUE,TRUE,TRUE,263,353
fonts/Brawler-Regular.ttf,TRUE,TRUE,TRUE,270,372
fonts/breakaway.ttf,TRUE,TRUE,FALSE,271,351
fonts/breamcatcher.ttf,FALSE,TRUE,TRUE,257,364
fonts/BreeSerif-Regular.ttf,TRUE,TRUE,TRUE,283,378
fonts/BreitkopfFraktur.ttf,TRUE,TRUE,TRUE,241,340
fonts/Brendohand.otf,TRUE,TRUE,FALSE,251,347
fonts/Brewsky.ttf,FALSE,TRUE,TRUE,262,357
fonts/BrianJames-Contour.ttf,TRUE,TRUE,TRUE,263,380
fonts/BrianJames.ttf,TRUE,TRUE,TRUE,263,383
fonts/Briaroak Shire.TTF,TRUE,TRUE,TRUE,251,356
fonts/BRICK.TTF,TRUE,TRUE,TRUE,265,384
fonts/Bridgnorth-Bold.ttf,TRUE,TRUE,TRUE,278,390
fonts/Bridgnorth-Regular.ttf,TRUE,TRUE,TRUE,278,385
fonts/brigadom.ttf,TRUE,TRUE,TRUE,252,349
fonts/brigadow.ttf,TRUE,TRUE,TRUE,251,349
fonts/Bristol.otf,TRUE,TRUE,TRUE,265,397
fonts/BroadcastTitling.ttf,FALSE,TRUE,FALSE,267,349
fonts/BROADD__.ttf,FALSE,TRUE,TRUE,267,374
fonts/BROAD___.ttf,TRUE,TRUE,TRUE,267,370
fonts/Broadway3DFilled-Italic.ttf,FALSE,TRUE,FALSE,255,330
fonts/Broadway3DFilled.ttf,FALSE,TRUE,FALSE,255,330
fonts/Broadway3D-Italic.ttf,FALSE,TRUE,FALSE,256,330
fonts/Broadway3D.ttf,FALSE,TRUE,FALSE,256,330
fonts/BroadwayFlat3DFilled-Italic.ttf,FALSE,TRUE,FALSE,255,330
fonts/BroadwayFlat3DFilled.ttf,FALSE,TRUE,FALSE,255,330
fonts/BroadwayFlat3D-Italic.ttf,FALSE,TRUE,FALSE,256,330
fonts/BroadwayFlat3D.ttf,FALSE,TRUE,FALSE,256,330
fonts/BroadwayFlat-Italic.ttf,FALSE,TRUE,FALSE,255,331
fonts/BroadwayFlat.ttf,FALSE,TRUE,FALSE,255,331
fonts/BroadwayGradient3D-Italic.ttf,FALSE,TRUE,FALSE,256,330
fonts/BroadwayGradient3D.ttf,FALSE,TRUE,FALSE,256,330
fonts/Broadway-Italic.ttf,FALSE,TRUE,FALSE,255,331
fonts/BroadwayShadow-Italic.ttf,FALSE,TRUE,FALSE,255,331
fonts/BroadwayShadow.ttf,FALSE,TRUE,FALSE,255,331
fonts/Broadway.ttf,FALSE,TRUE,FALSE,255,331
fonts/BrockScript.ttf,TRUE,TRUE,TRUE,265,404
fonts/BrokenGlass.otf,FALSE,TRUE,TRUE,255,336
fonts/BrokenGlass.ttf,FALSE,TRUE,TRUE,255,336
fonts/BROKEREN MIRING.ttf,FALSE,TRUE,TRUE,266,365
fonts/BROKEREN.ttf,FALSE,TRUE,TRUE,266,365
fonts/Bromine.otf,TRUE,TRUE,TRUE,255,361
fonts/Bromine.ttf,TRUE,TRUE,TRUE,248,354
fonts/Brooklyn-Inline.ttf,FALSE,TRUE,FALSE,250,350
fonts/Brooklyn-Regular.ttf,FALSE,TRUE,FALSE,250,350
fonts/BrownBagLunch.ttf,TRUE,TRUE,TRUE,270,368
fonts/BROWNIElight.otf,FALSE,TRUE,FALSE,249,329
fonts/BROWNIEregular.otf,FALSE,TRUE,FALSE,248,332
fonts/BrownwoodNF.otf,FALSE,TRUE,TRUE,273,371
fonts/BrownwoodNF.ttf,FALSE,TRUE,TRUE,273,372
fonts/BrownwoodShadowNF.otf,FALSE,TRUE,TRUE,274,372
fonts/BrownwoodShadowNF.ttf,FALSE,TRUE,TRUE,274,371
fonts/Bryana Aningsih Shara.ttf,TRUE,TRUE,TRUE,250,399
fonts/BStyle_B.otf,TRUE,TRUE,TRUE,247,351
fonts/BStyle_B.ttf,TRUE,TRUE,TRUE,247,350
fonts/BStyle_R.otf,TRUE,TRUE,TRUE,247,350
fonts/BStyle_R.ttf,TRUE,TRUE,TRUE,247,350
fonts/bttsoief.ttf,FALSE,TRUE,TRUE,254,326
fonts/Bubble3D.ttf,FALSE,TRUE,FALSE,244,334
fonts/BubblegumSans-Regular.otf,TRUE,TRUE,TRUE,260,366
fonts/BubblegumSans-Regular.ttf,TRUE,TRUE,TRUE,261,366
fonts/BubblerOne-Regular.ttf,TRUE,TRUE,TRUE,265,365
fonts/bubbles.ttf,FALSE,FALSE,FALSE,263,326
fonts/Buda-Light.ttf,TRUE,TRUE,TRUE,270,361
fonts/budmo jiggler.ttf,FALSE,TRUE,TRUE,266,346
fonts/budmo jigglish.ttf,FALSE,TRUE,TRUE,262,350
fonts/Buenard-Bold.ttf,TRUE,TRUE,TRUE,282,379
fonts/Buenard-Regular.ttf,TRUE,TRUE,TRUE,282,379
fonts/BuenosAiresNF.otf,FALSE,TRUE,TRUE,274,377
fonts/BuenosAiresNF.ttf,FALSE,TRUE,TRUE,274,377
fonts/Buffalo Nickel.ttf,TRUE,TRUE,TRUE,270,367
fonts/Buffied.ttf,TRUE,TRUE,TRUE,262,385
fonts/Buggys.ttf,FALSE,FALSE,FALSE,256,324
fonts/build.ttf,TRUE,TRUE,TRUE,247,346
fonts/built titling bd it.ttf,FALSE,TRUE,TRUE,251,370
fonts/built titling bd.ttf,FALSE,TRUE,TRUE,251,370
fonts/built titling el it.ttf,FALSE,TRUE,TRUE,251,370
fonts/built titling el.ttf,FALSE,TRUE,TRUE,251,370
fonts/built titling lt it.ttf,FALSE,TRUE,TRUE,251,370
fonts/built titling lt.ttf,FALSE,TRUE,TRUE,251,370
fonts/built titling rg it.ttf,FALSE,TRUE,TRUE,251,370
fonts/built titling rg.ttf,FALSE,TRUE,TRUE,251,370
fonts/built titling sb it.ttf,FALSE,TRUE,TRUE,251,370
fonts/built titling sb.ttf,FALSE,TRUE,TRUE,251,370
fonts/buka_puasa_bersama.otf,TRUE,TRUE,FALSE,250,369
fonts/BULKYPIX.TTF,TRUE,TRUE,TRUE,250,349
fonts/Bullets ADF.ttf,TRUE,FALSE,FALSE,251,322
fonts/bullpen 3d.ttf,TRUE,TRUE,TRUE,269,374
fonts/bullpen hv it.ttf,TRUE,TRUE,TRUE,264,369
fonts/bullpen hv.ttf,TRUE,TRUE,TRUE,264,369
fonts/BulwarkNF.otf,FALSE,TRUE,TRUE,289,404
fonts/BulwarkNF.ttf,FALSE,TRUE,TRUE,289,404
fonts/bumped.ttf,TRUE,TRUE,TRUE,249,349
fonts/Bungasai.ttf,TRUE,TRUE,FALSE,283,403
fonts/BungeeColor-Regular_colr_Windows.ttf,FALSE,TRUE,TRUE,255,344
fonts/BungeeColor-Regular_svg.ttf,FALSE,TRUE,TRUE,255,344
fonts/BungeeColor-Regular_svg.woff,FALSE,TRUE,TRUE,255,344
fonts/BungeeHairline-Regular.ttf,FALSE,TRUE,TRUE,264,335
fonts/Bungee-Hairline.woff,FALSE,TRUE,TRUE,264,335
fonts/BungeeInline-Regular.ttf,FALSE,TRUE,TRUE,254,345
fonts/Bungee-Inline.woff,FALSE,TRUE,TRUE,255,344
fonts/BungeeLayers-Inline.woff,FALSE,TRUE,TRUE,264,335
fonts/BungeeLayers-Outline.woff,FALSE,TRUE,TRUE,254,345
fonts/BungeeLayers-Regular.woff,FALSE,TRUE,TRUE,255,344
fonts/BungeeLayersRotated-Inline.woff,FALSE,TRUE,TRUE,265,334
fonts/BungeeLayersRotated-Outline.woff,FALSE,TRUE,TRUE,255,344
fonts/BungeeLayersRotated-Regular.woff,FALSE,TRUE,TRUE,256,343
fonts/BungeeLayersRotated-Shade.woff,FALSE,TRUE,TRUE,255,357
fonts/BungeeLayers-Shade.woff,FALSE,TRUE,TRUE,254,356
fonts/BungeeOutline-Regular.ttf,FALSE,TRUE,TRUE,253,346
fonts/Bungee-Outline.woff,FALSE,TRUE,TRUE,254,345
fonts/Bungee-Regular.ttf,FALSE,TRUE,TRUE,254,345
fonts/Bungee-Regular.woff,FALSE,TRUE,TRUE,255,344
fonts/BungeeShade-Regular.ttf,FALSE,TRUE,TRUE,253,357
fonts/Bungee-Shade.woff,FALSE,TRUE,TRUE,254,356
fonts/BunnyRabbits.ttf,TRUE,TRUE,FALSE,251,340
fonts/BurgerDoodleNF.otf,FALSE,TRUE,TRUE,275,368
fonts/BurgerDoodleNF.ttf,FALSE,TRUE,TRUE,275,368
fonts/BurgerDoodleTwoNF.otf,FALSE,TRUE,TRUE,277,369
fonts/BurgerDoodleTwoNF.ttf,FALSE,TRUE,TRUE,278,369
fonts/Burliweh Sans.ttf,TRUE,TRUE,TRUE,253,344
fonts/burnstown dam.ttf,TRUE,TRUE,TRUE,275,364
fonts/Butcherman-Regular.ttf,TRUE,TRUE,TRUE,291,399
fonts/butterbelly.ttf,TRUE,TRUE,TRUE,268,369
fonts/ButterflyKids-Regular.ttf,TRUE,TRUE,TRUE,253,369
fonts/ByzantineEmpire.otf,FALSE,TRUE,TRUE,254,343
fonts/ByzantineEmpire.ttf,FALSE,TRUE,TRUE,254,343
fonts/c7nazara.ttf,TRUE,TRUE,TRUE,255,362
fonts/Cabal.ttf,FALSE,TRUE,FALSE,263,360
fonts/CabaretContour.ttf,FALSE,TRUE,TRUE,255,367
fonts/CabaretShadow.ttf,FALSE,TRUE,TRUE,256,376
fonts/Cabaret.ttf,FALSE,TRUE,TRUE,254,367
fonts/Cabin-BoldItalic-TTF.ttf,TRUE,TRUE,TRUE,272,371
fonts/Cabin-Bold-TTF.ttf,TRUE,TRUE,TRUE,272,371
fonts/CabinCondensed-Bold.ttf,TRUE,TRUE,TRUE,271,371
fonts/CabinCondensed-Medium.ttf,TRUE,TRUE,TRUE,272,371
fonts/CabinCondensed-Regular.ttf,TRUE,TRUE,TRUE,272,371
fonts/CabinCondensed-SemiBold.ttf,TRUE,TRUE,TRUE,272,371
fonts/Cabin-Italic-TTF.ttf,TRUE,TRUE,TRUE,272,371
fonts/Cabin-MediumItalic-TTF.ttf,TRUE,TRUE,TRUE,272,371
fonts/Cabin-Medium-TTF.ttf,TRUE,TRUE,TRUE,272,371
fonts/Cabin-Regular-TTF.ttf,TRUE,TRUE,TRUE,272,371
fonts/Cabin-SemiBoldItalic-TTF.ttf,TRUE,TRUE,TRUE,272,371
fonts/Cabin-SemiBold-TTF.ttf,TRUE,TRUE,TRUE,272,371
fonts/CabinSketch-Bold.ttf,TRUE,TRUE,TRUE,264,367
fonts/CabinSketch-Regular.ttf,TRUE,TRUE,TRUE,265,362
fonts/CAB_____.TTF,TRUE,TRUE,TRUE,258,347
fonts/CAC_____.TTF,FALSE,TRUE,TRUE,256,343
fonts/CactusSandwichFill.ttf,TRUE,TRUE,FALSE,240,350
fonts/CactusSandwichPlain.ttf,TRUE,TRUE,FALSE,239,353
fonts/CactusSandwich.ttf,TRUE,TRUE,FALSE,235,358
fonts/cadmi___.ttf,TRUE,TRUE,TRUE,276,366
fonts/caduc___.ttf,TRUE,TRUE,TRUE,251,361
fonts/CaesarDressing-Regular.ttf,FALSE,TRUE,TRUE,272,367
fonts/CAE_____.TTF,TRUE,TRUE,TRUE,256,349
fonts/CAFFEEN.TTF,TRUE,TRUE,TRUE,250,338
fonts/Cagliostro-Regular.ttf,TRUE,TRUE,TRUE,276,375
